intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
2336000,0.008062567734542718,0.5723156532988357,0.007634588967811855,0.007549829898961005,1.0022603978300182,1.0,0.04748987714943189,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME239662.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,ca514476f8ec795428038aed90c7a2bd,0.604398447606727,2212000,10,255216000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
2223000,0.007672554826150884,0.5282971827474445,0.007313604892763707,0.007478315948632551,1.0363378952336006,1.0,0.3610338453692806,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME001770.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,f9cfdbf36c4946f94735a768121b989c,0.5542258788332087,2119000,11,253097000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
2127000,0.007341216426101182,0.5852288682954226,0.007192804434412254,0.00730804463832671,1.0297504798464492,1.0,0.23811023255051267,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000676.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,365c1ff9486131956ed4015863c15fc6,0.5973041280539174,2084000,12,251013000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
2228000,0.007689812034486805,0.4565073772296851,0.007154838576073226,0.007076475656310766,1.0024119633381572,1.0,0.04905247976415305,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME001635.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,e2be3b9ede068bba51d6acd0fc7a128d,0.4906408280114512,2073000,13,248940000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
2137000,0.007375730842773026,0.6087859899079846,0.007078906859395169,0.007021988837012896,1.0053632374451487,1.0,0.22184568233657706,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000682.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,d1c16eb9f34c40acacaa39b57e96de58,0.6343128524784802,2051000,14,246889000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
2099000,0.00724457605942002,0.5608947804473903,0.007009878026051482,0.007066259377692415,1.0216642048252094,1.0,0.19728184292492215,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME001261.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,4f97edd8695f21fa524f290b0ac65f93,0.5796741231703949,2031000,15,244858000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
2063000,0.007120324159401382,0.6282789507357646,0.006778631434350128,0.006885771788768223,1.0295315682281059,1.0,0.22821271502876278,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000237.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,8935cad652c85182581b170801e47337,0.6599488163787588,1964000,16,242894000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1960000,0.0067648256676813906,0.7063492063492064,0.006757922784347022,0.0066916624950195645,1.0035750766087845,1.0,0.06770336694492013,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME251566.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,2223698782a6e277b22bdf8044237961,0.7070707070707071,1958000,17,240936000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1945000,0.006713054042673625,0.9759036144578314,0.00670960260100644,0.006647391954340045,1.0041152263374487,1.0,0.06401789788520183,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME286769.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,d38b8442f09f13d0534911c1ee3f77a6,0.9764056224899599,1944000,18,238992000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
2065000,0.007127227042735751,0.6110044785668586,0.0065922535843221716,0.006606526839866644,1.0157068062827226,1.0,0.12848043795834338,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000008.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,2cac16636063c973a7ca400475cda855,0.6605886116442738,1910000,19,237082000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1959000,0.006761374226014206,0.7325851393188855,0.006533579075980037,0.006507769479889255,1.0095087163232963,1.0,0.09704792958728914,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME095971.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,db9feafdd9d3e3f2fb5caf52a730ce6a,0.7581269349845201,1893000,20,235189000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1919000,0.006623316559326831,0.5491465567981165,0.006440390150966059,0.006426039250942451,1.0112540192926045,1.0,0.14780216491773882,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME001689.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,a47c0dcad120e6b2b8dd2a28db1fe836,0.564743967039435,1866000,21,233323000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1800000,0.0062125950009318896,0.7870572802798426,0.0062125950009318896,0.006167226859277573,1.0061111111111112,1.0,0.08476365107290906,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME195667.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,5d4da6caa864000817ded35d68647731,0.7870572802798426,1800000,22,231523000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1981000,0.006837305942692263,0.5732606604680988,0.006171177700925677,0.006167226859277573,1.0128635346756152,1.0,0.21245362528906878,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME096286.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,ca2104e9814f4965d6fcfbee8f9f7063,0.635139467778134,1788000,23,229735000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1760000,0.006074537334244514,0.6356085229324666,0.006074537334244514,0.006003766401383965,1.0017045454545455,1.0,0.05327291634313331,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME143211.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,9a090082937571f013d8ac5f0d4f6514,0.6356085229324666,1760000,24,227975000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1741000,0.006008959942568011,0.663868752384586,0.006005508500900827,0.0059594958607044465,1.0057471264367817,1.0,0.09572028435274428,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME007797.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,f79318809220de2963554ba4999999d7,0.6642502861503243,1740000,25,226235000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1839000,0.00634720122595208,0.5238095238095238,0.005998605617566458,0.006044631515857367,1.021288837744534,1.0,0.1630624514196201,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME143712.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,c7f0f63b1e20051e05be14074e3f6057,0.554249547920434,1738000,26,224497000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1797000,0.006202240675930336,0.5576424870466321,0.005943382550891507,0.005915225320024928,1.0087108013937283,1.0,0.09897658065743471,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME151978.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,aa5d1962e1249fd5bc9db0aed4c6ed0d,0.5819300518134715,1722000,27,222775000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1693000,0.00584329074254316,0.5674949630624581,0.0058329364175416076,0.005809657107635306,1.0094674556213017,1.0,0.11879204820193709,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME140786.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,a0c72778e7e9a92bec9989c7d509e086,0.568502350570853,1690000,28,221085000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1827000,0.006305783925945867,0.4358027946216715,0.005705233075855785,0.005813062533841423,1.0326678765880217,1.0,0.2203170111426224,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME096067.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,c67859c2e0e83887e59b81d40bf5cedf,0.48167677300290007,1653000,29,219432000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1711000,0.005905416692552479,0.6680294358135732,0.005639655684179281,0.005625764092504998,1.0110159118727051,1.0,0.1155099215412879,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME095997.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,f780c5a8ef9cf6579f5af044a33ae9c7,0.6995094031071136,1634000,30,217798000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1622000,0.005598238384173069,0.7388331814038286,0.005594786942505885,0.00552700673252761,1.001233806292412,1.0,0.03510390312265711,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME201393.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,626e1ebf44d7073beade42d4108ce6ee,0.7392889699179581,1621000,31,216177000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1694000,0.005846742184210344,0.5140038192234245,0.005574078292502779,0.005550844715970427,1.0092879256965945,1.0,0.12896511423685286,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME140296.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,57397c608653bf7125e293a4b0e01b19,0.539147040101846,1615000,32,214562000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1615000,0.005574078292502779,0.5291612057667103,0.005574078292502779,0.005656412928360049,1.028482972136223,1.0,0.44976070918932576,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME247421.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,2130cec0ad44c42e886427f75202d97d,0.5291612057667103,1615000,33,212947000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1648000,0.005687975867519863,0.5893967093235832,0.005563723967501225,0.006279605924079428,1.1439205955334988,1.0,0.5844396808851995,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME147678.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,35aa97e0127f24ba3813815f3d766914,0.6025594149908592,1612000,34,211335000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1860000,0.0064196815009629525,0.24392508899551152,0.005439472067482587,0.005383978831870703,1.0031725888324874,1.0,0.06656995602809282,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME001120.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,5ff87209c29802630dedccb6f26b8b9f,0.2878811329515555,1576000,35,209759000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1673000,0.005774261909199473,0.4664624808575804,0.005256545659121815,0.005210302095358744,1.0045961917268549,1.0,0.07673502710437481,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME091092.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,6a4e78ec9b1c86314fbf2d0ef0d7d83a,0.5124042879019908,1523000,36,208236000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1561000,0.005387700442474822,0.506316148856265,0.00511848799243444,0.005074085047114071,1.00472016183412,1.0,0.06854109647780479,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME155959.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,65b6d2fac9ae5b8cffc4b19be7b0e917,0.5329463980880846,1483000,37,206753000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1444000,0.004983881767414249,0.5771382893685052,0.004983881767414249,0.004948084277487749,1.0062326869806095,1.0,0.09467800006392316,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME260293.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,afc1b80a71d20733fcf8e92a165a213f,0.5771382893685052,1444000,38,205309000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1582000,0.0054601807174856935,0.5113475177304965,0.0049769788840798804,0.0053567354222217685,1.0908460471567267,1.0,0.43038154203165546,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000152.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,f7a97ac8468ae29b47b52d7b2c935740,0.5609929078014184,1442000,39,203867000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1527000,0.0052703514257905525,0.45137789040228066,0.004918304375737746,0.004937867998869398,1.0175438596491229,1.0,0.1645011672944708,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME140235.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,ed68d496e6044feeff6733dceb85ff5a,0.48368704466265444,1425000,40,202442000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1393000,0.004807858242387846,0.7803921568627451,0.004807858242387846,0.004781218393388025,1.0078966259870783,1.0,0.11018856484910206,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME281389.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,575656c4add8068362e5df0c7be5cda5,0.7803921568627451,1393000,41,201049000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1595000,0.005505049459159091,0.38487208008898777,0.004776795267383186,0.004808461803036959,1.0202312138728324,1.0,0.20371110042434792,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000659.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,d6757ca3bc3556af087534322237abdb,0.4435483870967742,1384000,42,199665000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1488000,0.005135745200770362,0.40866686728859464,0.004687057784036392,0.004927651720251048,1.0655375552282769,1.0,0.4214142309400512,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME239684.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,f67f92ec69e11b27e0f9cc0a96589fec,0.4477881432440566,1358000,43,198307000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1371000,0.004731926525709789,0.5041106128550075,0.004655994809031732,0.004604136230669949,1.0022238695329875,1.0,0.047105455493898454,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000196.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,9f32023fa3f9b666eb88a7e13d7e891d,0.5123318385650224,1349000,44,196958000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1332000,0.0045973203006895984,0.41810751336057844,0.00459041741735523,0.004610947083082183,1.018045112781955,1.0,0.16352994550729494,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME079745.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,b1db1acc6553e5881d152256179c8502,0.4187362464633763,1330000,45,195628000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1328000,0.004583514534020861,0.5991866244916403,0.004576611650686492,0.004583703673433248,1.0150829562594268,1.0,0.15941621646338824,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME257123.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,24d05c8d10d9ae2482531bb74656b22a,0.6000903750564844,1326000,46,194302000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1318000,0.004549000117349017,0.7247655819084391,0.004535194350680279,0.004532622280341496,1.012937595129376,1.0,0.18868297217808183,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME286320.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,8363fbf19dfe6272ff6c6c1d4557d721,0.7269718698290127,1314000,47,192988000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1508000,0.00520477403411405,0.3867669172932331,0.004438553983999116,0.004403216084509057,1.005443234836703,1.0,0.07357721135797048,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME095993.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,9b5d1832f89231bd6e1acd3ea134caea,0.4535338345864662,1286000,48,191702000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1551000,0.005353186025802978,0.2763774258309168,0.00427633622564145,0.00432489128176837,1.0250201775625505,1.0,0.2167787774063367,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000004.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,57acb924dc63463eba63536df1badd19,0.34597367834039705,1239000,49,190463000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1321000,0.00455935444235057,0.2979094076655052,0.0041313756756197065,0.004137592840431944,1.0150375939849625,1.0,0.2737916008426034,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME001056.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,af6c15168013456ae2d4dfef6c5b80a6,0.3287705326032852,1197000,50,189266000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1221000,0.004214210275632131,0.5569029850746269,0.004121021350618153,0.004301053298325552,1.0577889447236182,1.0,0.39576121213455173,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME159485.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,283ab734350ede4ffc09fe4b1d0a7619,0.5694962686567164,1194000,51,188072000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1192000,0.0041141184672837845,0.6195426195426196,0.0041141184672837845,0.004069484316309608,1.0025167785234899,1.0,0.05010433463637286,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME143185.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,19f9d1392df7c6e512b78c2afcf40ed0,0.6195426195426196,1192000,52,186880000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1217000,0.004200404508963394,0.48570261437908496,0.004103764142282231,0.004103538578370776,1.0134566862910008,1.0,0.13535826995123623,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME251083.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,3d90d0ae9e861cedf324bc8e9d3d3066,0.497140522875817,1189000,53,185691000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1186000,0.004093409817280678,0.6232876712328768,0.004083055492279125,0.0040320246280423225,1.0008453085376163,1.0,0.02906189930290969,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME266586.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,2b7694bbb0c270641c47f1a9121d76e2,0.624868282402529,1183000,54,184508000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1253000,0.004324656408982032,0.4126706335316766,0.004069249725610387,0.004113754856989126,1.0245971162001697,1.0,0.29454567253020764,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME147164.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,9d6d22232fee072ac74f231385ba57c1,0.4385719285964298,1179000,55,183329000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1364000,0.004707766434039498,0.3395187010727747,0.004041638192272912,0.004021808349423972,1.0085397096498718,1.0,0.1008698415729011,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME239728.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,733687a40de239262db12a9b123b46c0,0.3954769498405335,1171000,56,182158000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1134000,0.00391393485058709,0.4357976653696498,0.0038656146672465088,0.0039162401370343505,1.0267857142857142,1.0,0.1963879828195156,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME192801.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,5b0be4cf3ec82ca6fb2f9b90000464f7,0.4412451361867704,1120000,57,181038000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1156000,0.003989866567265147,0.512172714745062,0.0038483574589105868,0.003810671924644729,1.0035874439461883,1.0,0.05978774282510836,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME001659.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,09d735b2e2bf43fdca8b2e2c94018cbc,0.5310059715204409,1115000,58,179923000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1093000,0.0037724257422325305,0.7328859060402685,0.003768974300565346,0.0037834285149957944,1.0173992673992673,1.0,0.14408170097635528,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME010707.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,c9d9f9f20015992bcdebdd1743140b44,0.7335570469798658,1092000,59,178831000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1349000,0.004655994809031732,0.34263074484944533,0.003731008442226318,0.0038855913011792993,1.0555041628122108,1.0,0.27986674216209567,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME000092.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,a24851806f83d9ac1407440972930fa1,0.42757527733755946,1081000,60,177750000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
1073000,0.003703396908888843,0.46777729066199036,0.0036826882588857366,0.003711914564667341,1.021555763823805,1.0,0.21320998584002782,/hps/nobackup2/production/metagenomics/databases/human-gut_resource/uhgg_genomes/GUT_GENOME096252.fa,/nfs/public/rw/metagenomics/sourmash_search//signatures/genomes_index.sbt.json,bf8e59c496ed21d6a49e66972c1e615d,0.47040771591407277,1067000,61,176683000,query_dir/S1_contigs.fa,,8ff4ea74,289734000
